,text,label
3047,what were hairy bank notes in the fur trade,14
3048,what animal received royal assent as an emblem of canada on march 24 1975,2
3049,why did not european colonial rule spread until after the first and second industrial revolutions,9
3050,who portrayed the cowardly lion in the wizard of oz,4
3051,cnn s first broadcast occurred on what date,8
3052,what state is known as the hawkeye state,11
3053,who is zebulon pike,34
3054,what is the difference between hair and fur,12
3055,how many sides does an obelisk have,13
3056,in what deodorant commercial did tenants have adjoining medicine cabinets,14
3057,what eating utensils are used for handicapped kids,32
3058,how many times in his 16year national basketball associaton career was john havlicek a member of the allstar team,13
3059,what four elements make up 90 percent of the human body,29
3060,name the tree growing company,5
3061,what is the capital of taiwan,22
3062,what ratio of children of ages between two and eleven watch the simpsons,41
3063,how many stradivarius violins were ever made,13
3064,where did the name root beer come from,12
3065,what are dinosaur droppings called,21
3066,what soft drink would provide me with the biggest intake of caffeine,18
3067,who is peter weir,34
3068,what louisiana senator won a seat that had been held by his father and mother,4
3069,what city in florida is sea world in,22
3070,what is the global economy,7
3071,where is rider college,16
3072,what apollo 11 astronaut minded the store while armstrong and aldrin made history,4
3073,how tall was the animated king kong,43
3074,how long does it take for your blood to make one complete trip through the body,28
3075,where was helium first discovered hence its name,16
3076,in kafka s metamorphosis the hero awakes one morning to find himself turned into what,14
3077,what is california s state bird,2
3078,who did napolean defeat at jena and auerstadt,4
3079,what city s the kickoff point for climbs of mount everest,22
3080,what was the only country in the western hemisphere to join the russianled boycott of the 1984 summer olympics,19
3081,what must be exceeded to produce a sonic boom,14
3082,who was the first woman to fly solo across the atlantic,4
3083,what were the first words spoken on a film sound track,12
3084,what is bill gates of microsoft email address,16
3085,what two countries coastlines border the bay of biscay,19
3086,how many miles of veins are in the circulatory system,13
3087,what was mark johnson referring to when he said i still can not believe it we beat the russians,21
3088,who was ben casey s boss,4
3089,how does cos cob ct get its name,0
3090,what two countries contain sierra nevada mountains,19
3091,what morris west novel deals with russian bishop who becomes pope,1
3092,who is karenna gore al gore s oldest daughter married to,4
3093,what little boy and dog live in a shoe,4
3094,who was the famous doortodoor brush salesman,4
3095,why was the la office of shea and gould closed,9
3096,what is the longest place name in the us,16
3097,who lived on the shores of the gitchee gumee river,4
3098,how long should you feed your puppy purina puppy chow,28
3099,what does tiffany mean,7
3100,in what year did hitler gain power of germany,8
3101,what is butterfield 8 in butterfield 8,7
3102,what is the high pitched sound that you hear in your ear every now and then but then it goes away after a while,14
3103,who was the first king of england,4
3104,what countries does the mont blanc tunnel join,19
3105,who wrote the book huckleberry finn,4
3106,what city is the setting for puccini s opera la boheme,22
3107,what is the design of the ship titanic,12
3108,how do you identify prime numbers,0
3109,what does the name billie mean,7
3110,what president was meant for but never placed in the empty crypt beneath the capital s rotunda,4
3111,when mighty mouse was conceived what was his original name,4
3112,what is a drought,7
3113,what california bay s largest island is angel island,16
3114,how many disks does each player have in a fourhanded game of crokinole,13
3115,what are the words to the canadian national anthem,12
3116,how many pennyfarthings are there on a trivial pursuit game board,13
3117,what is a fear of speaking,24
3118,what two cities usually mark the extremes of english channel swims,22
3119,what is the highestranking suit in bridge,14
3120,how long does cocaine stay in your system,28
3121,who wrote the red badge of courage,4
3122,what was einstein s birthplace,16
3123,what country s flag is field green,19
3124,what does the term glory hole mean,7
3125,where does the us rank among world countries in area,46
3126,name a movie that the actress sandra bullock had a role in,1
3127,what is the recommended daily requirement for folic acid for pregnant women,12
3128,who is the president of pergament,4
3129,what is the cost of the drugs used in tuberculosis treatments,26
3130,what anesthetic did queen victoria allow to be used for the birth of her seventh child in 1853,24
3131,where does dew come from,16
3132,what is cabarnet sauvignon,7
3133,who invented the game bowling,4
3134,who is the owner of cnn,4
3135,who is olive oyl s brother,4
3136,what is saltpeter,7
3137,who wrote the godfather,4
3138,what color s appear on boxes of kodak film,20
3139,who leads the star ship enterprise in star trek,4
3140,how many years of schooling after highschool does it take to become a neurosurgeon,13
3141,what famous model was married to billy joel,4
3142,what is the meaning of the zoological term ruminant,7
3143,what nationality were the 123 people who died in the black hole of calcutta,19
3144,what year did germany sign its nonaggression pact with the soviet union,8
3145,what three colors of ink are used to print a us dollar bill,20
3146,how many members are in the california congressional delegation,13
3147,what is the weight of a teaspoon of matter in a black hole,48
3148,where is the danube,16
3149,where can i get mailing lists,16
3150,what is meant by blood sed rate,7
3151,where can i find a list of classic books 5th and 6th graders should read,16
3152,what did the pyramidbuilders of egypt mainly eat,18
3153,what is the origin of the first name breony,12
3154,what is the hub of london,7
3155,what river runs through liverpool,16
