,label_ind,label,text
16126,0,hate,i am native not french i hate this trying to find animals in french i suck someone help pleeeeease alone allison iraheta
16127,9,surprise,a huge spider just crawled past me huge
16128,10,sadness,shit night want john where is he
16129,7,neutral,crysohara i think it is going to be a lonnngg weekend but not the 3 day kind
16130,10,sadness,and jenny is so gorgeous pffff i love her style i want her outfits
16131,8,empty,rozrad that was a parking meter not a streetlight was not it
16132,6,worry,patbrough i have been there the only place i have flown out of since moving up north really pretty area for flying but very expensive
16133,7,neutral,im calling into radio disney nowi made it through but me being the idiot i am cut it off by accidentnow its just ringing and ringing
16134,7,neutral,i do not have mtvmtschopp what am i going to do fmlllll
16135,1,fun,it is ridiculously warm in bed
16136,6,worry,just got caught in the down pour
16137,7,neutral,heading to work
16138,6,worry,so we got our capampgowns today senior year is coming to an end soo fayst
16139,6,worry,adidasgoddess19 haha amen im sooo damn hungry and i hate knowing my weekends gonna be shit when its supposed to be great
16140,6,worry,dreamingmyth why not
16141,10,sadness,so tired only need to be here another 30 minutes
16142,5,relief,yesitsfiasco cool ok yeah see i dont have the old files with separate vocals so im trying to punch em all up as one trackall i can do
16143,7,neutral,infelizzzzmente no alcool nesse fds
16144,10,sadness,jdrydenuk yeah it is not available on public market yet but will be soon looking forward i am sunburnt arms are itching boo hoo
16145,10,sadness,hanging out with rex missing alabama and my nanna already
16146,7,neutral,waiting at the car wash to see what they say about amara
16147,0,hate,f that weather
16148,0,hate,nothing good at the five dollar sale
16149,2,enthusiasm,snuffdigital awww well i am herejust in casei am not like the perfect funny friend but im here hehe
16150,9,surprise,were at citibank i thought we were gonna go to grannys house but were no
16151,10,sadness,mitchelmusso am sad i got no money on my phone ahh well lly mitchel xx
16152,9,surprise,today officialy fucking sucks my mom is the biggest bitch ever text me
16153,6,worry,checkin out oramarecordscom got a fever and cnt sleep
16154,10,sadness,watching quotla rosa de guadalupequot damm this episode is so true they are people that make fun of the people that are virgins
16155,8,empty,ohi am so borin why not play the computer my moms say because your makin task
16156,5,relief,also finally home with no friends or anyone kinda nice to sit in a quiet room do wish the gf was here tho
16157,9,surprise,fuck everything
16158,12,love,zachyhxc54 haha it scared the shit out of me
16159,3,happiness,jonasobsessedx thanxxx now with that message i just wanna leave bye
16160,6,worry,ragavin is there anything brian or i can do
16161,6,worry,tattedhairguy i am sorry to hear about your uncle i hope you are okay
16162,6,worry,freakin frustrated why can not my coach realize that times are hard am not nobody got the money to buy cookie dough for no new uniforms
16163,0,hate,in childrens hospital er hoping meredith does not have a broken elbowarm
16164,7,neutral,is wishing that i could be famous for acting and dancing
16165,7,neutral,nikkicsws awwh i was kinda hoping jack would get the banana highlights back
16166,10,sadness,everyone is working tonight i am bored
16167,7,neutral,is fighting a horrid headache with a large vanilla iced coffee
16168,3,happiness,may have unintentionally snubbed someone due to my ineptnessshyness feel badly
16169,7,neutral,i slept entirely too long on my nap but not long enough at the same time
16170,6,worry,vanriper so how is the new gphone i guess i should have signed up to go to google io after all
16171,7,neutral,krushtc that is because you have been avoiding me
16172,1,fun,kvagur haha soooo party tonight
16173,6,worry,i am sad tanner was not invited to the panthers development camp this year poor other glassers but calla was so good on him
16174,0,hate,dear on the boards theater you are so loud above my head stomp stomp ugh
16175,7,neutral,last weekend in dallas for awhile
16176,6,worry,marshallsheldon probably not a good idea its hard to tweet on the web i miss tweetdeck cry
16177,10,sadness,retrorewind awwww i criedmakes me cry i love joey
16178,9,surprise,awwww it ovber
16179,7,neutral,i miss bri come back from queensland bitch i have no one to sit next to in class and drama is no fun without you come back boob
16180,9,surprise,themrsh i saw an all red audi on the highway i sped uo to it hoping it was you my loss
16181,6,worry,ddlovato it is quite hard cause when you attempt to spread it the cornbread falls apart
16182,10,sadness,mitchelmusso it wont work in the uk
16183,0,hate,tezisoch hah nooo she is the obly one that can aumfff i hate nick because he is datin miley
16184,10,sadness,just watched terminator 2 and i cried its the one movie that makes me cry for some reason when arnie dies im lame
16185,7,neutral,mitchelmusso do you have an england saynow number because i cant call the us one
16186,0,hate,the bucket list was a very bad film choice this evening i may need therapy now
16187,6,worry,christe1 so sad your mom must be very shaken up peace and strength to her and the dear family that lost their little girl
16188,0,hate,bit disappointed with the killers on jonathan ross he is sexy as hell though
16189,1,fun,lmontt i went on a disney cruise when i was a kid but the characters were on strike so there were not any
16190,3,happiness,donnyosmond very excited as we have just booked tickets to vegas we live in the uk can not believe the price of the show tickets
16191,12,love,ghxststories boys r nothing but troublei love trouble
16192,10,sadness,ha i would give kristen plenty of free hugs sigh if only i could
16193,3,happiness,karolinepaixao epic moment hahahha i swear i really wanna see it
16194,1,fun,bobbiepen yeah i was always changing my hair color in high school i have pretty much worn everything lol some good some baaaaaaaad
16195,10,sadness,deanm1987 hey twit just watched poor holly on britains got talent poor thing people are so mean she only a 10 year old little girl
16196,10,sadness,listening to musicfeeling kind of down
16197,6,worry,headgtache
16198,9,surprise,sarahkmetz wish you were sluttin it up w me waaaaaaaaahhhh
16199,7,neutral,tinkfan that sounds interesting wish my phone did java
16200,6,worry,adamschwabe httptwitpiccom67owu nice i had tickets for tonights game but i am staying home sick
16201,0,hate,boredddddddd work tomorrow and sunday i hate clarks
16202,10,sadness,i really really hate biology uu
16203,7,neutral,micheleamadesi hug
16204,10,sadness,lonejohnny awwww i will be waiting then hope it does not rain
16205,10,sadness,damm it i did not get a pic of niamh with her 3d glasses on
16206,10,sadness,wossy juleskaos good show and the killers rock but they cut em short
16207,9,surprise,got a surprising and sad news on a friday clueeffect of global financial crisis httpplurkcompx2vyi
16208,10,sadness,missing how it used to be
16209,7,neutral,kikirowr hope you feel better soon
16210,9,surprise,befibeez i just posted it like 5 mintues after you got off
16211,6,worry,i did not get my qdoba today sad
16212,10,sadness,watching the killers on jr they are awesome too late though they just cut the programme mid song twas my favourite too
16213,7,neutral,maggit i will visit ny til september no diggnation for me
16214,9,surprise,laurenconrad i can not belive you only have one episode to go xx
16215,10,sadness,so lathargic definitely need today to rest sad bout havin to call out but mentally i needed to
16216,1,fun,yahyan yahyan supremacii iaaaaaaaaaaaaan i was just joking
16217,0,hate,oh man i feel sick as in i might have contracted a cold maybe from the kids slobber on thursday
16218,6,worry,katizzle hehe yeah but too late hun
16219,10,sadness,is so tired ive walked 605 kilometres today
16220,10,sadness,deviantlysweet so neat hearing u on kiddshow today wish i was there
16221,10,sadness,mitchelmusso i wish i could call but i live in the uk and i do not have the cash to call
16222,12,love,have a fantastic opening flower drummers from the all asian cast and crew
16223,7,neutral,s and be honet only you and other 2 people follow me
16224,7,neutral,still wants to dress up
16225,0,hate,lakia unfortunately noy my life suck this year
16226,6,worry,tropigalia i know i stink at birthdays sorry bra hope you are having fun anyhow in spite of me
16227,6,worry,the book bloggers panel is not listed anywhere in the program be there tomorrow at 2pm in room 1e15 bea09
16228,3,happiness,is rockin a minivan til the sti is ready i miss it already
16229,12,love,queenangel84 awww i hope you feel better lovethis weather is crazy
16230,10,sadness,omg guys my internet has been down the whole day it is still not working i will try fix 2m
